name	sheet:consortium	tag:tags:consortium	study_accession	tag:tags:dbGaP	tagsSheet:tag:tags:dbGaP	library:dataUseRestriction	tag:tags:consent_code	library:indication	library:studyDesign	library:datatype.items	library:numSubjects	subjectCount	bucketName	sampleCount	participantCount	familyCount	discoveryCount	bucketSize	requestorPays
AnVIL_CCDG_Baylor_CVD_HemStroke_ERICH_WGS	CCDG	CCDG	Unspecified	Unspecified	registration pending	HMB-IRB	Unspecified	Hemorrhagic Stroke	Clinical trial	Whole Genome	2558	0	fc-secure-585ef3f0-76a9-40ae-8ed3-a47190c3148f	2558	2558	0	0	50231054034229	TRUE
AnVIL_CCDG_NYGC_NP_Alz_EFIGA_WGS	CCDG	CCDG	Unspecified	Unspecified	phs000496	GRU-IRB-PUB	Unspecified	Alzheimer's disease	Case/Control	Whole Genome	1177	0	fc-secure-588b9330-ec2f-4652-86cd-f6f57b4aecbf	1875	1875	0	0	42332906720634	TRUE
anvil_ccdg_broad_ai_ibd_daly_kupcinskas_wes	CCDG	CCDG	Unspecified	Unspecified	phs001642	HMB, NPU, MDS	Unspecified	inflammatory bowel disease	NA	Exome	2285	0	fc-secure-589e3f7a-7b24-46cf-aefd-63b05155d826	2285	2285	0	0	3727394107015	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_USACHP_GRU_GSA-MD	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	Epilepsy	Case-Control	Genotyping Array	3397	0	fc-secure-59aac884-b902-46b4-8e9a-9ffa0a02c7d5	3397	3397	0	0	581536280197	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_ITAIGI_GRU_WES	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	NA	NA	Exome	1149	0	fc-secure-59d2af1f-3dc0-407b-b7ab-05cdcfa4da8f	1149	1149	0	0	1704845305955	TRUE
AnVIL_CSER_NCGENES2_GRU	CSER	CSER	Unspecified	Unspecified	Unspecified	GRU	Unspecified	Unspecified				0	fc-secure-59d8f772-dbb8-4c05-af87-e40948e1d63e	0	0	0	0	383424759092	TRUE
AnVIL_CMH_GAFK_WGBS	CMH	CMH	Unspecified	phs002206	phs002206	DS-PEDD-IRB	Unspecified	pediatric disease				420	fc-secure-5a0fbc13-4e57-4492-bea9-3cf476d48454	427	0	0	360	25256928892703	FALSE
AnVIL_CSER_KidsCanSeq_GRU	CSER	CSER	Unspecified	Unspecified	Unspecified	GRU	Unspecified	Unspecified				0	fc-secure-5a44bb4a-54c7-4a0a-856d-aeb1d5fd3056	0	0	0	0	8804050436141	TRUE
AnVIL_CCDG_Baylor_CVD_EOCAD_SoL_WGS	CCDG	CCDG	Unspecified	Unspecified	phs001395	HMB, NPU, COL	Unspecified	cardiovascular system disease	Prospective Longitudinal Cohort	Whole Genome	9083	9083	fc-secure-5a7daa8b-9c5d-4b8d-a312-85e6c8af0197	9083	0	0	0	200021882837587	TRUE
AnVIL_CMG_Broad_Brain_NeuroDev_WES	CMG	CMG	Unspecified	O-33458	phs001272	NA	Unspecified	NA	NA	Exome	292	0	fc-secure-5ce5f988-d115-4ec1-a57b-cce300551710	292	292	0	0	256695926948	TRUE
AnVIL_CCDG_Broad_CVD_AF_Roberts_UWO_WES	CCDG	CCDG	Unspecified	RegistrationPending	registration pending	NA	Unspecified	NA	NA	Exome	581	581	fc-5d7cf59f-e361-4073-a6ad-16d8d78cc613	581	581	0	0	511642549050	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_USAMGH_HMB_MDS_GSA-MD	CCDG	CCDG	Unspecified	RegistrationPending	phs001489	NA	Unspecified	NA	NA	Genotyping Array	21	0	fc-secure-5d7e0d33-34fc-4bea-97ac-127c91a3ef9e	21	21	0	0	4496089834	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_USAUPN_GRU_WES	CCDG	CCDG	Unspecified	Unspecified	phs001498	NA	Unspecified	NA	NA	Exome	41	0	fc-secure-5dbc6df6-649e-44f8-8ae5-725d16c9e500	357	357	0	0	282485320	TRUE
AnVIL_eMERGE-PGx_GRU_PGRNseq	eMERGE	Unspecified	Unspecified	phs000906	Unspecified	GRU	GRU		Prospective Longitudinal Cohort	Exome Panel	6756	0	fc-secure-5de9a600-848d-42d5-938f-8531c29ba17e	0	0	0	0	0	FALSE
AnVIL_CCDG_Broad_CVD_AF_ENGAGE_DS_WES	CCDG	CCDG	Unspecified	Unspecified	phs002774	NA	Unspecified	NA	NA	Exome	13621	13621	fc-secure-5efb4966-0994-41f8-a911-1d159c9bae1b	13621	13621	0	0	11576308604378	TRUE
AnVIL_CMG_Broad_Muscle_Kang_WES	CMG	CMG		Unspecified	phs001272	NA	Unspecified	mendelian disorders	NA	Exome	22	49	fc-secure-5f2d0e58-2d30-4026-be53-3878043f0044	49	0	49	49	103171895052	TRUE
AnVIL_CCDG_Baylor_CVD_AFib_BioVU_WGS	CCDG	CCDG	Unspecified	phs001624	phs001624	HMB, NPU, GSO	HMB-NPU-GSO	atrial fibrillation	Cases only	Whole Genome	1122	1122	fc-secure-5f3216ed-69ff-431f-ad1c-328d03ff3c80	1122	0	0	0	26787301867365	TRUE
AnVIL_eMERGE_Geisinger_MyCode_Biobank_GRU_WES	eMERGE	Unspecified	Unspecified	phs000957	Unspecified	GRU	GRU		Case-control	Whole Exome	9212	0	fc-secure-5f76ab0b-9aea-414f-b0f9-aed53f38a36a	0	0	0	0	0	FALSE
AnVIL_ccdg_asc_ndd_daly_talkowski_TASC_asd_exome	CCDG	CCDG	Unspecified	Unspecified	phs000298	NA	Unspecified	NA	NA	Exome	3173	0	fc-secure-5f916770-fded-4540-b4b6-49f88b8e05fc	3173	3173	0	0	5287647427917	TRUE
AnVIL_eMERGE_HMB-GSO_eMERGEseq	eMERGE	Unspecified	Unspecified	phs001616	Unspecified	HMB-GSO	HMB-GSO	precision medicine	Prospective Longitudinal Cohort	Exome Panel	2491	2491	fc-secure-5fc00c3a-c9a2-4c99-b816-d4392a0f3273	2491	0	0	0	0	FALSE
AnVIL_CMG_Broad_Kidney_Hildebrandt_WES	CMG	CMG	phs001272.v1.p1.c2	Unspecified	phs001272	NA	Unspecified	mendelian disorders	NA	Exome	422	1222	fc-secure-5fe35c0c-4f8d-4f7d-8de6-7cba7cd9e01d	1222	0	1222	1222	2408120392106	TRUE
AnVIL_NIMH_Broad_WGSPD1_McCarroll_Pato_GRU_WGS	WGSPD1	WGSPD1	Unspecified	phs002041	Unspecified	GRU	Unspecified	Schizophrenia and Bipolar Disorder cases and controls	Case/Control	Whole Genome	8084	8084	fc-secure-60efd02c-dae9-4272-a926-f47ae6a7a893	8084	0	0	0	120472875345978	TRUE
AnVIL_CMH_GAFK_GS-linked-read	CMH	CMH	Unspecified	Unspecified	phs002206	DS-PEDD-IRB	Unspecified	pediatric disease				587	fc-secure-619cc49f-243d-4e1d-a9aa-b18ebcfc1977	588	0	0	588	0	FALSE
AnVIL_eMERGE-PGx_HMB_PGRNseq	eMERGE	Unspecified	Unspecified	phs000906	Unspecified	HMB	HMB		Prospective Longitudinal Cohort	Exome Panel	1724	0	fc-secure-61da45ad-0aab-4233-893b-498f8e5f469b	0	0	0	0	0	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_JPNRKI_DS_NPD_IRB_NPU_WES	CCDG	CCDG	Unspecified	Unspecified	phs001498	NA	Unspecified	NA	NA	Exome	94	0	fc-secure-621cea9e-9b5f-4a25-9c3f-f95d69227013	94	94	0	0	186267612818	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_USACRW_EPI_ASZ_MED_MDS_GSA-MD	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	NA	NA	Genotyping Array	40	0	fc-secure-629929cb-90e3-4006-9af1-ead3721f9539	40	40	0	0	7743385997	FALSE
AnVIL_CCDG_Broad_CVD_AF_BioVU_HMB_GSO_WES	CCDG	CCDG	Unspecified	Unspecified	phs001624	NA	Unspecified	NA	NA	Exome	3987	5031	fc-secure-6513d7e1-2dbb-41a2-baea-3f7fdbcbb620	5031	5031	0	0	4649334941110	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_LEBABM_DS_Epilepsy_WES	CCDG	CCDG	Unspecified		Unspecified	NA	Unspecified	NA	NA	Exome	392	0	fc-secure-652024de-0ecd-4de3-8360-c8c5bfcafd72	392	392	0	0	464033693662	TRUE
AnVIL_ccdg_asc_ndd_daly_talkowski_passos-bueno_asd_exome	CCDG	CCDG	Unspecified	Unspecified	phs000298	NA	Unspecified	NA	NA	Exome	941	0	fc-secure-6537d7f6-f29f-432b-b66e-8cf2204b7920	941	941	0	0	1306471346564	TRUE
AnVIL_CMG_Broad_Muscle_OGrady_WES	CMG	CMG		phsRegistrationPending	phs001272	NA	Unspecified	NA	NA	Exome	97	73	fc-secure-65d7db7a-ceca-4b3a-aada-d45ec1c7b541	97	24	73	73	134562211514	TRUE
AnVIL_CCDG_WashU_CVD_Indiana_WGS	CCDG	CCDG	Unspecified	Unspecified	registration pending	GRU	Unspecified	coronary artery disease	Case/Control	Whole Genome	1175	1175	fc-secure-65eb240a-fda1-4c9b-90ff-2476751bc967	1175	0	0	0	11996698199755	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_DEUUKB_HMB-NPU-MDS_GSA-MD	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	Epilepsy	Case-Control	Genotyping Array	2594	0	fc-secure-66f867a9-58ef-4b2a-966e-bd8b2e256d57	2594	2594	0	0	444355256544	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_TURIBU_DS_NEURO_AD_NPU_WES	CCDG	CCDG	Unspecified	Unspecified	phs001498	NA	Unspecified	NA	NA	Exome	102	0	fc-secure-674fbd89-9eeb-4e43-8a6f-97d6e50708e0	163	163	0	0	293187170513	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_FINUVH_HMB_NPU_MDS_WES	CCDG	CCDG	Unspecified	Unspecified	phs001498	NA	Unspecified	NA	NA	Exome	92	0	fc-secure-678eccb8-3463-4a72-8b57-69dfc8c77002	100	100	0	0	174252442175	TRUE
AnVIL_ccdg_asc_ndd_daly_talkowski_AGRE-FEMF_asd_exome	CCDG	CCDG	Unspecified	Unspecified	phs000298	NA	Unspecified	NA	NA	Exome	405	0	fc-secure-68998ffa-e550-422b-9834-e78ac8a32990	405	405	0	0	2188420940	TRUE
anvil_ccdg_broad_ai_ibd_daly_bernstein_wes	CCDG	CCDG	Unspecified	Unspecified	phs001642	NA	Unspecified	NA	NA	Exome	536	0	fc-secure-68b7e62f-132b-4818-bf64-6c38ec9152ab	536	536	0	0	465049154074	TRUE
AnVIL_CCDG_Baylor_CVD_HemStroke_WashU_DS_WGS	CCDG	CCDG	Unspecified	Unspecified	registration pending		Unspecified	hemorrhagic Stroke				0	fc-secure-68d06583-108f-44d3-bf2c-42fbb1952d45	92	92	0	0	1537796678144	TRUE
AnVIL_CCDG_Broad_MI_InStem_WES	CCDG	CCDG	Unspecified	Unspecified	registration pending	GRU	Unspecified	cardiovascular system disease	Case/Control	Exome	1452	0	fc-secure-68ff7cc9-274c-45d6-baad-75b9c5971a9c	1452	1452	0	0	2285317081858	TRUE
AnVIL_ccdg_asc_ndd_daly_talkowski_control_NIMH_asd_exome	CCDG	CCDG	Unspecified	Unspecified	phs000298	NA	Unspecified	NA	NA	Exome	370	0	fc-secure-6a2f53f1-6712-48a9-a7b2-3289b8df877b	370	370	0	0	961469232330	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_USABCH_EPI_MUL_CON_MDS_WES	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	NA	NA	Exome	318	0	fc-secure-6bc832d1-a35b-4676-bf68-a5772e2be044	318	318	0	0	423889513039	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_CZEMTH_GRU_WES	CCDG	CCDG	Unspecified	Unspecified	phs001498	NA	Unspecified	NA	NA	Exome	16	0	fc-secure-6c21e787-1a4b-4235-b756-9ce6096fc815	16	16	0	0	27305104355	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_USABLC_GRU-NPU_GSA-MD	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	NA	NA	Genotyping Array	223	0	fc-secure-6c78a631-ce3a-491b-bf18-5534d47fe861	223	223	0	0	38904552197	FALSE
AnVIL_CCDG_Baylor_CVD_HemStroke_Duke_DS_WGS	CCDG	CCDG	Unspecified	Unspecified	registration pending	DS	Unspecified	Hemorrhagic Stroke	N/A	Whole Genome	60	0	fc-secure-6cb5e032-ae16-464a-859b-56384e40f1a3	60	60	0	0	867235917786	TRUE
AnVIL_eMERGE_PRS_Arrays	eMERGE	eMERGE	Unspecified	Registration Pending	registration pending		Unspecified	Unspecified				0	fc-secure-6e3aff69-5567-4508-b3ec-9d472426dc68	0	0	0	0	0	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_BRAUSP_DS_MDS_NPU_WES	CCDG	CCDG	Unspecified	phsRegistrationPending	phs001489	NA	Unspecified	NA	NA	Exome	4	0	fc-6ffb13ac-bced-48d9-9a61-b0803de3ba77	4	4	0	0	3646407246	FALSE
AnVIL_CCDG_Broad_CVD_AF_Swiss_Cases_DS-MDS_WES	CCDG	CCDG	Unspecified	Unspecified	phs002242	NA	Unspecified	NA	NA	Exome	4546	4546	fc-secure-70487b95-e89c-45ec-ad0a-e5382d625c33	4546	4546	0	0	4264854883166	TRUE
AnVIL_CCDG_TOPMED_Broad_CVD_EOCAD_PROMIS_WGS	CCDG	CCDG	Unspecified	Unspecified	phs001569	GRU	Unspecified	myocardial infarction	Case/Control	Whole Genome	3849	0	fc-secure-709943c7-62cd-4ba8-9e19-77cdae337f5d	3849	3849	0	0	73128406788268	TRUE
AnVIL_CMG_Broad_Brain_Gleeson_WES	CMG	CMG	phs001272.v1.p1.c3	Unspecified	phs001272		Unspecified	mendelian disorders		Exome	1181	1181	fc-secure-71257390-0f52-49ca-b63a-1e0c6c089e5d	1181	0	1181	1181	3062592514510	TRUE
anvil_ccdg_broad_ai_ibd_daly_lewis_sparc_gsa	CCDG	CCDG	Unspecified	RegistrationPending	phs001642	NA	Unspecified	IBD	Case-Control	Genotyping Array	2863	0	fc-secure-7190c66e-4c6f-4922-af62-046a895ef031	2863	2863	0	0	489574299032	FALSE
AnVIL_CMG_UWash_GRU	CMG	CMG	Unspecified	phs000693	phs000693	GRU	Unspecified	mendelian disorders			1439	2109	fc-secure-723963fa-faec-4de1-bf37-12d3c22a417a	2113	0	374	0	28905032690795	TRUE
AnVIL_CCDG_NYGC_NP_Autism_PELPHREY_ACE_GRU_WGS	CCDG	CCDG	Unspecified	Unspecified	phs002043	GRU	Unspecified	autism spectrum disorder	Parent-Offspring Trios, Parent-Offspring Quads	Whole Genome	197	0	fc-secure-7248d8b7-e064-487c-9514-28a7cf0e271c	197	197	0	0	3093191389720	TRUE
anvil_nhgri_broad_ibd_daly_winter_wes	CCDG	CCDG	Unspecified	Unspecified	phs001642	NA	Unspecified	NA	NA	Exome	412	0	fc-secure-72a949c5-0b7d-45c9-96c3-ff4d25815ed5	412	412	0	0	772513373841	TRUE
anvil_ccdg_broad_ai_ibd_daly_louis_wes	CCDG	CCDG	Unspecified	Unspecified	phs001642	NA	Unspecified	NA	NA	Exome	2120	0	fc-secure-73036e74-c8b0-4e6f-9f4f-ca55b599d5d1	2120	2120	0	0	2835024513905	TRUE
AnVIL_eMERGE_HMB-IRB-PUB_eMERGEseq	eMERGE	Unspecified	Unspecified	phs001616	Unspecified	HMB-IRB-PUB	GRU	precision medicine	Prospective Longitudinal Cohort	Exome Panel	490	490	fc-secure-73467c85-6d7e-4bfc-8444-cb16b3f2793e	478	0	0	0	0	FALSE
ANVIL_CMG_UWASH_HMB-IRB	CMG	CMG	Unspecified	phs000693	phs000693	HMB-IRB	Unspecified	mendelian disorders	Family/Twins/Trios	Exome	41	41	fc-secure-74536ae7-ab9d-4ab5-8461-f603eafb97c0	41	0	9	0	7152710372109	FALSE
AnVIL_CMG_Broad_Brain_Muntoni_WES	CMG	CMG	Unspecified	RegistrationPending	phs001272	NA	Unspecified	NA	NA	Exome	39	0	fc-secure-7485fa58-a519-465f-ba99-757a2ab87492	39	39	0	0	66674067284	TRUE
anvil_ccdg_broad_daly_igsr_1kg_twist_gsa	CCDG	CCDG	Unspecified	RegistrationPending	registration pending	NA	Unspecified	NA	NA	Genotyping Array	671	0	fc-secure-752e48e6-1e66-4f85-9194-456562e87b90	671	671	0	0	115861226973	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_GBRUNL_GRU_GSA-MD	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	NA	NA	Genotyping Array	58	0	fc-secure-754fb749-9026-475c-8b24-12a55942f372	58	58	0	0	10839715746	FALSE
AnVIL_PAGE_WHI_HMB-IRB_WGS	PAGE	PAGE	Unspecified	Unspecified	Unspecified	HMB-IRB	Unspecified	N/A	Prospective Longitudinal Cohort	Whole Genome	235	235	fc-secure-756b92cc-ad23-41f2-8566-3620b1016886	235	0	0	0	5425251491674	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_AUSRMB_DS-EAED-MDS-NPU-IRB_GSA-MD	CCDG	CCDG	Unspecified	RegistrationPending	phs001489	NA	Unspecified	Epilepsy	Case-Control	Genotyping Array	211	0	fc-secure-75d031f8-ea45-4c02-8bef-cac27c35d524	211	211	0	0	37115582053	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_CANUTN_DS-EP_WES	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	NA	NA	Exome	143	0	fc-secure-75f95e44-299f-4666-bed3-46dd679b12d8	143	143	0	0	231299656611	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_USAMON_GRU_GSRS_GSA-MD	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	Epilepsy	Case-Control	Genotyping Array	46	0	fc-secure-76038674-1a4f-42ed-9e57-e3cf91896a9a	46	46	0	0	10553377665	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_FRALYU_HMB_GSA-MD	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	NA	NA	Genotyping Array	806	0	fc-secure-77ad08a4-b849-4619-aa0a-7ad907b9d2ec	806	806	0	0	139446507282	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_USANCH_DS_NEURO_MDS_GSA-MD	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	Epilepsy	Case set	Genotyping Array	317	0	fc-secure-78a7e04c-054a-4572-85e1-e036e7a5cd08	317	317	0	0	55016717493	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_ITAUMC_DS_NEURO_MDS_WES	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	NA	NA	Exome	412	0	fc-secure-7a160245-84eb-4383-80ed-f41c2411e702	412	412	0	0	643015936501	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_USAEGP_GRU_GSA-MD	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	NA	NA	Genotyping Array	129	0	fc-secure-7a96c9c3-fe3a-45dd-9f1e-12f54b90bb14	129	129	0	0	22987210327	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_USAMGH_MGBB_HMB_MDS_GSA-MD	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	Epilepsy	Case set	Genotyping Array	40	0	fc-secure-7c27bbae-bdc9-429c-b7c7-739f22276f6c	40	40	0	0	7773247296	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_HRVUZG_HMB-MDS_GSA-MD	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	NA	NA	Genotyping Array	36	0	fc-secure-7c46d249-46dc-4f8c-8f97-ca1014bd6a0f	36	36	0	0	7927390109	FALSE
AnVIL_CCDG_WashU_CVD_SCCS_WGS	CCDG	CCDG	Unspecified	Unspecified	registration pending	HMB-IRB-PUB-COL	Unspecified	coronary artery disease	Case/Control	Whole Genome	4326	4326	fc-secure-7c502c02-435a-4cc6-a9bc-b2406d8079be	4326	0	0	0	57561277894499	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_LEBABM_GRU_WES	CCDG	CCDG	Unspecified		Unspecified	NA	Unspecified	NA	NA	Exome	845	0	fc-secure-7c845669-3781-4ac0-bb59-1495d68d1d85	844	844	0	0	991028148847	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_USALCH_HMB_MDS_WES	CCDG	CCDG	Unspecified	phsRegistrationPending	phs001489	NA	Unspecified	NA	NA	Exome	7	0	fc-7dbe58d0-8579-48d7-abf8-215651316013	7	7	0	0	5934036582	FALSE
AnVIL_ccdg_asc_ndd_daly_talkowski_renieri_asd_exome	CCDG	CCDG	Unspecified	Unspecified	phs000298	NA	Unspecified	NA	NA	Exome	765	0	fc-secure-7e0893cd-4f31-41e4-b1d2-3e656097824a	765	765	0	0	936183461518	TRUE
anvil_ccdg_broad_ai_ibd_daly_chung_gider_wes	CCDG	CCDG	Unspecified	Unspecified	phs001642	NA	Unspecified	NA	NA	Exome	436	0	fc-secure-7e9fe869-643a-4828-a1b7-0245e34745ae	627	627	0	0	535049241527	TRUE
AnVIL_CMG_Broad_Orphan_Chung_WES	CMG	CMG	Unspecified	phs000000	phs001272	NA	Unspecified	NA	NA	Exome	71	0	fc-secure-7ee9345a-c39b-4b8e-8756-4709f3a97528	71	71	0	0	64391736108	TRUE
AnVIL_CCDG_Broad_CVD_AF_TMDU_Controls_Arrays	CCDG	CCDG	Unspecified	RegistrationPending	registration pending	NA	Unspecified	NA	Case-Control	Genotyping Array	1379	0	fc-secure-7f3bcde7-1242-4bf4-8d8c-cbe1dfb07262	1379	1379	0	0	219340322354	FALSE
AnVIL_CMG_Broad_Brain_Gleeson_WGS	CMG	CMG	phs001272.v1.p1.c3	Unspecified	phs001272		Unspecified	mendelian disorders		Whole Genome		0	fc-secure-7fc34f8f-2b28-45cf-9856-432ed7ee4ede	0	0	0	0	0	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_USAMON_HMB_NPU_MDS_WES	CCDG	CCDG	Unspecified	phsRegistrationPending	phs001489	NA	Unspecified	NA	NA	Exome	4	0	fc-7fc7dc2b-f68e-4499-8384-3a3212113004	4	4	0	0	3660919487	FALSE
AnVIL_CMH_GAFK_SCATAC	CMH	CMH	Unspecified	Unspecified	phs002206	DS-PEDD-IRB	Unspecified	pediatric disease				320	fc-secure-800ada66-16ec-4944-a06a-affc09cab93f	322	0	0	322	652184425941	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_USACHP_GRU_WES	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	NA	NA	Exome	3333	0	fc-secure-80c1f0c8-9ac3-4e32-a9f7-d526e9e5373c	3333	3333	0	0	4406125807277	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_AUTMUV_DS_NS_MDS_NPU_WES	CCDG	CCDG	Unspecified	phsRegistrationPending	phs001489	NA	Unspecified	NA	NA	Exome	102	0	fc-82bbaf50-f3d4-48e9-bd76-3874638fa714	102	102	0	0	89273325718	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_NZLUTO_EPIL_BC_ID_MDS_GSA-MD	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	Epilepsy	Case-Control	Genotyping Array	274	0	fc-secure-8350c9f7-eca4-4893-8c5f-2c77193dc442	274	273	0	0	49617443698	FALSE
ANVIL_CMG_BROAD_ORPHAN_SCOTT_WGS	CMG	CMG	Unspecified	RegistrationPending	phs001272	NA	Unspecified	NA	NA	Whole Genome	15	0	fc-secure-8402515d-70a6-4dbe-8d0c-f22307a0b0dd	15	15	0	0	245738169040	TRUE
AnVIL_eMERGE_HMB-NPU_eMERGEseq	eMERGE	Unspecified	Unspecified	phs001616	Unspecified	HMB-NPU	HMB-NPU	precision medicine	Prospective Longitudinal Cohort	Exome Panel	2488	2488	fc-secure-849a0994-afb1-4d3a-9481-981a2a51d136	2488	0	0	0	0	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_HKGHKK_HMB_MDS_WES	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	NA	NA	Exome	665	0	fc-secure-84e57da6-4df9-45de-9f82-8a550887a7fa	665	665	0	0	644497184271	TRUE
AnVIL_CCDG_Broad_NP_Autism_State-Sanders_WGS	CCDG	CCDG	Unspecified	Unspecified	phs000298	NA	Unspecified	autism spectrum disorder	NA	Whole Genome	534	0	fc-secure-86684396-82a0-4f1b-a918-b90b039b922c	534	534	0	0	8643615423236	TRUE
AnVIL_ccdg_asc_ndd_daly_talkowski_barbosa_asd_exome	CCDG	CCDG	Unspecified	Unspecified	phs000298	NA	Unspecified	NA	NA	Exome	213	0	fc-secure-86cbdfa9-cbc0-40fb-adfa-3dd467ae1062	213	213	0	0	349871302512	TRUE
AnVIL_CMG_Broad_Orphan_Jueppner_WGS	CMG	CMG	Unspecified	Unspecified	phs001272		Unspecified	mendelian disorders				0	fc-secure-86f77a58-eb3a-4afd-a52b-32f4653a365f	0	0	0	0	0	TRUE
anvil_ccdg_broad_ai_ibd_niddk_daly_duerr_wes	CCDG	CCDG	Unspecified	RegistrationPending	phs001642	HMB_MDS	Unspecified	inflammatory bowel disease	Case-Control	Exome	1872	0	fc-secure-877e6c8c-72ef-46d0-b3f3-37dd175771fe	1872	1866	0	0	2433780186462	TRUE
AnVIL_CCDG_WashU_CVD_EOCAD_WashU-CAD_DS_WGS	CCDG	CCDG	Unspecified	Unspecified	phs001227	DS-ATHSCL-IRB-MDS	Unspecified	atherosclerosis	Case/Control	Whole Genome	19	80	fc-secure-87fff435-fd01-4bd9-91b4-8670f7b19162	80	0	0	0	3429435813265	TRUE
ANVIL_CMG_YALE_DS-RARED	CMG	CMG	Unspecified	Unspecified	phs000744	DS-RARED	Unspecified	mendelian disorders	Mendelian		171	0	fc-secure-88badcb3-692d-44c4-a9f8-bc14969c1b54	171	171	87	0	139064364076	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_AUSRMB_DS-EAED-MDS_GSA-MD	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	Epilepsy	Case-Control	Genotyping Array	388	0	fc-secure-88cddda6-4206-478b-be3a-5003f446b719	388	388	0	0	69030824019	FALSE
AnVIL_CCDG_Baylor_CVD_HemStroke_BNI_HMB_WGS	CCDG	CCDG	Unspecified	Unspecified	registration pending	HMB	Unspecified	Hemorrhagic Stroke	N/A	Whole Genome	160	0	fc-secure-8976991f-e383-43db-86b5-3d1b15af0a51	160	160	0	0	2614214650909	TRUE
AnVIL_CMG_Broad_Kidney_Hildebrandt_WGS	CMG	CMG	phs001272.v1.p1.c2	Unspecified	phs001272	NA	Unspecified	NA	AnVIL CMG	Whole Genome	25	27	fc-secure-897c9696-eae5-4f73-acf3-9118f5e1e698	27	0	27	27	522703531739	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_DEUUKL_HMB_WES	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	NA	NA	Exome	209	0	fc-secure-8a282388-3c56-48c6-99c8-ea4b52c053b9	209	209	0	0	370400339698	TRUE
AnVIL_ccdg_asc_ndd_daly_talkowski_herman_asd_exome	CCDG	CCDG	Unspecified	Unspecified	phs000298	NA	Unspecified	NA	NA	Exome	49	0	fc-secure-8a297961-e042-4d02-826f-0322b3d7fbff	49	49	0	0	79895582863	TRUE
