Consortium	name	library:numSubjects	library:dataCategory.itemsType	library:dataCategory.items	library:datatype.itemsType	library:datatype.items	library:dataUseRestriction	library:indication	study_accession	library:datasetName	library:datasetVersion	library:datasetDescription	library:datasetOwner	library:datasetCustodian	library:datasetDepositor	library:contactEmail	library:institute.itemsType	library:institute.items	library:primaryDiseaseSite	library:primaryDiseaseSite	library:reference	library:dataFileFormats.itemsType	library:dataFileFormats.items	library:technology.itemsType	library:technology.items	library:studyDesign	library:ethnicity.itemsType	library:ethnicity.items	library:cohortCountry	library:requiresExternalApproval	library:lmsvn	library:dulvn	library:discoverableByGroups.itemsType	library:discoverableByGroups.items	tag:tags.itemsType	tag:tags.items	library:DS	library:HMB	library:NMDS	library:NCU	library:NPU	library:NCTRL	library:GRU	library:RS-PD	library:IRB	library:RS-G	library:NAGR	library:DS_URL.itemsType	library:DS_URL.items	library:DS.itemsType	library:orsp	library:dataAccessInstructions	referenceData_hg38_known_indels_sites_VCFs.itemsType	referenceData_hg38_known_indels_sites_VCFs.items	referenceData_hg38_ref_fasta	referenceData_hg38_ref_alt	referenceData_hg38_ref_amb	referenceData_hg38_axiomPoly_resource_vcf_index	referenceData_hg38_ref_fasta_index	referenceData_hg38_mills_resource_vcf	referenceData_hg38_one_thoUnited Statesnd_genomes_resource_vcf	referenceData_hg38_dbsnp_vcf_index	referenceData_hg38_known_indels_sites_indices.itemsType	referenceData_hg38_known_indels_sites_indices.items	referenceData_hg38_one_thoUnited Statesnd_genomes_resource_vcf_index	referenceData_hg38_call_interval_list	referenceData_hg38_ref_dict	referenceData_hg38_dbsnp_vcf	referenceData_hg38_mills_resource_vcf_index	referenceData_hg38_ref_sa	referenceData_hg38_hapmap_resource_vcf_index	referenceData_hg38_hapmap_resource_vcf	referenceData_hg38_omni_resource_vcf_index	referenceData_hg38_axiomPoly_resource_vcf	referenceData_hg38_eval_interval_list	referenceData_hg38_omni_resource_vcf	referenceData_hg38_scattered_calling_intervals_list	referenceData_hg38_unpadded_intervals_file	referenceData_hg38_ref_pac	referenceData_hg38_ref_bwt	referenceData_hg38_ref_ann	diseaseOntologyLabel	indication	reference	datasetCustodian	datasetVersion	projectName	datasetDescription	dulvn	useLimitationOption	NPU	RS-PD	dataUseRestriction	numSubjects	datasetOwner	tags	published	datasetName	technology	discoverableByGroups	NCU	RS-G	IRB	requiresExternalApproval	studyDesign	NAGR	contactEmail	datasetDepositor	datatype	dataCategory	NMDS	NCTRL	GRU	HMB	diseaseOntologyID	dataFileFormats	genome_fasta_index	sample_attributes	subject_phenotypes	transcripts_gtf	genome_fasta_dict	genes_gtf	vcf_index	genome_fasta	vcf_file	lmsvn	rnaseq_genome_fasta_index	rnaseq_genome_fasta	rnaseq_genome_fasta_dict
CCDG	AnVIL_CCDG_Broad_CVD_AFib_JHU_WGS	290	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	not applicable	atrial fibrillation	phs001598	JHU_AF	1	The Johns Hopkins University School of Medicine Atrial Fibrillation Genetics Study; dbGaP study ID: phs001598	Patrick Ellinor	NHLBI	Lauren Margolin	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Cases only	AttributeValue	N/A	United States	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	Access WS', 'Apr 20, 2018', 'CCDG_Atrial_Fibrillation_Hopkins', 'GRCh38/hg38', 'PCR-Free Human WGS - 30x v1', 'PDO-12635', 'RP-1339', 'Whole Genome Sequencing	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	N/A	No																																																																																			
CCDG	AnVIL_CCDG_Broad_CVD_AFib_MGH_WGS	105	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	not applicable	cardiovascular system disease	phs001062	MGH_AF	1	The Massachusetts General Hospital (MGH) Atrial Fibrillation Study was initiated in 2001. The study has enrolled serial probands, unaffected and affected family members with atrial fibrillation. At enrollment participants undergo a structured interview to systematically capture their past medical history, AF treatments, and family history. An electrocardiogram is performed; the results of an echocardiogram are obtained; and blood samples are obtained. For the TOPMed WGS project only early-onset atrial fibrillation cases were sequenced. Early-onset atrial fibrillation was defined as an age of onset prior to 66 years of age. dbGaP study ID: phs001062	Patrick Ellinor	NHLBI	Lauren Margolin	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Cases only	AttributeValue	N/A	United States	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	Access WS', 'Apr 20, 2018', 'CCDG_Atrial_Fibrillation_Hopkins', 'GRCh38/hg38', 'PCR-Free Human WGS - 30x v1', 'PDO-12635', 'RP-1339', 'Whole Genome Sequencing	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	N/A	No																																																																																			
CCDG	AnVIL_CCDG_Broad_CVD_AFib_MPP_WGS	118	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	HMB-NPU-MDS	atrial fibrillation	phs001544	MPP	1	The Malmo Preventive Project (MPP) was a community-based disease prevention program including 33,346 inhabitants from the city of Malmo in Southern Sweden. Complete birth cohorts between 1921-1949 were invited, and the participation rate was 71%. Participants underwent screening between 1974 to 1992 for cardiovascular risk factors, alcohol abuse, and breast cancer. Between 2002-2006, surviving participants were invited to a reexamination which included blood sampling from which DNA has been extracted. Subjects with prevalent or incident AF were identified from national registers as previously described, and cases with DNA were then matched in a 1:1 fashion to controls with DNA from the same cohort by sex, age (plus or minus 1 year), and date of baseline exam (plus or minus 1 year). Also, controls required a follow-up exceeding that of the corresponding AF case. dbGaP study ID: phs001544	Patrick Ellinor	NHLBI	Lauren Margolin	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Prospective Longitudinal Cohort	AttributeValue	N/A	Sweden	TRUE	6	4	AttributeValue	all_broad-users	AttributeValue	Access WS', 'Apr 20, 2018', 'CCDG_Atrial_Fibrillation_Sweden', 'GRCh38/hg38', 'PCR-Free Human WGS (Standard Coverage) v1', 'PDO-11578', 'RP-1411', 'Whole Genome Sequencing	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	N/A	No																																																																																			
CCDG	AnVIL_CCDG_Broad_CVD_AFib_Penn_WGS	418	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	HMB-IRB-PUB	atrial fibrillation	phs001601	PMBB_AF	1	This study of early onset cardiovascular disease and metabolic risk contains data derived from the whole genome sequence data of individuals participating in Penn Medicine's BioBank. dbGaP study ID: phs001601	Patrick Ellinor	NHLBI	Lauren Margolin	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Cases only	AttributeValue	N/A	United States	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	Access WS', 'Apr 20, 2018', 'GRCh38/hg38	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	N/A	No																																																																																			
CCDG	AnVIL_CCDG_Broad_CVD_AFib_UCSF_WGS	112	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	not applicable	atrial fibrillation	phs001933	UCSF_AF	1	The University of California San Francisco (UCSF) Cardiovascular Research Institute (CVRI) Resource in Arteriosclerosis and Metabolic Disease is an ongoing multi-ethnic study of adults > 18 years of age which was started in 1989 and now includes 28,000 participants recruited from the UCSF medical system. Within the Resource lies data and biospecimens from nearly 1,000 patients presenting to the electrophysiology laboratory for electrophysiology procedures that were densely phenotyped for electrophysiologic characteristics with biospecimens collected from various intra and extra-cardiac chambers. Phenotyping of all participants was achieved via interview and review of medical records. dbGaP study ID: phs001933	Patrick Ellinor	NHLBI	Lauren Margolin	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Cases only	AttributeValue	N/A	United States	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	Access WS', 'Apr 20, 2018', 'GRCh38/hg38																																																																																													
CCDG	AnVIL_CCDG_Broad_CVD_AFib_Vanderbilt-Ablation_WGS	2	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	HMB	atrial fibrillation	phs000997	VAFAR	1	The Vanderbilt Atrial Fibrillation Ablation Registry (VAFAR) was founded in 2011. Patients with AF referred for AF ablation are prospectively enrolled. A detailed clinical history is recorded, along with imaging data (cardiac MRI or CT). Blood samples are obtained for DNA extraction at the time of ablation. Details of the ablation procedure are recorded. Patients are longitudinally followed to monitor for AF recurrence. VAFAR contributed 171 samples submitted to dbGaP for WGS: 115 were from male subjects, of which 113 were white/non-Hispanic and 2 were Hispanic; 56 were from females, of which all 56 were white/non-Hispanic. dbGaP study ID: phs000997	Patrick Ellinor	NHLBI	Lauren Margolin	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Cases only	AttributeValue	N/A	United States	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	G108119', 'CCDG_Atrial_Fibrillation_Vanderbilt', 'GRCh38/hg38', 'PCR-Free Human WGS (Standard Coverage) - No Data Access v1', 'PDO-10500', 'Access WS', 'Mar 8, 2019', 'RP-1340', 'Whole Genome Sequencing', 'Jun 5, 2018	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	N/A	No																																			atrial fibrillation	atrial fibrillation	GRCh38/hg38	Patrick Ellinor, Namrata Gupta	1	CCDG AF	The Vanderbilt Atrial Fibrillation Ablation Registry	4	questionnaire	FALSE	FALSE	HMB	2	Benjamin Shoemaker	["Jun 5, 2018","GRCh38/hg38","Access WS"]	TRUE	CCDG_Ellinor_VAFAR_WGS	["Illumina"]	["GP_DataDelivery_TaskTeam"]	FALSE	N/A	FALSE	FALSE	NA	No	namrata@broadinstitute.org	Lauren Margolin	["Whole Genome"]	["Raw Sequencing data"]	FALSE	FALSE	FALSE	TRUE	http://purl.obolibrary.org/obo/DOID_0060224	["CRAM"]														
CCDG	AnVIL_CCDG_Broad_CVD_EOCAD_PartnersBiobank_HMB_Arrays	13153	AttributeValue	Genotyping Array data	AttributeValue	AttributeValue	not applicable	--	phs002018	Partners Biobank	1	For this study, The Broad Institute of MIT and Harvard generated genetic data for ~13,500 individuals from the Partners Biobank, including using whole exome sequencing and whole genome genotyping (Infinium Global Screening Array), with 550 samples from patients with myocardial infarction, a type of EOCAD. Partners Biobank, launched in 2010, is a biobank composed of samples from Partners hospitals, including Massachusetts General Hospital and Brigham and Women's Hospital. The Biobank has enrolled >100K individuals to study how genes, lifestyle, and other factors affect people's health and contribute to disease. dbGaP study ID: phs002018	Amit Khera	NHGRI	Trish Vosburg	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG CVD	GRCh37/hg19	AttributeValue	VCF', 'IDAT', 'GTC	AttributeValue	Illumina	Controls	AttributeValue	N/A	United States	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	Exome', 'Aug 28, 2020', 'PDO-20573', 'PDO-20211', 'PDO-18252', 'PDO-17350', 'GRCh37/hg19', 'Standard Germline Exome v6 Plus GSA Array', 'Access WS', 'RP-1847', 'PDO-17650																																																																																													
CCDG	ANVIL_CCDG_Broad_CVD_EOCAD_PROMIS_ARRAY	0	AttributeValue	Genotyping Array data	AttributeValue	Genotyping Array	GRU	myocardial infarction	phs001569	PROMIS	1	The Pakistan Risk of Myocardial Infarction (PROMIS) study is a retrospective multicenter case-control cohort study of individuals with and without coronary heart disease from Pakistan. Multiple biological samples have been collected from the participants including DNA, plasma, serum, and whole blood. The goal of the study is to recruit 20,000 cases and 20,000 controls of Pakistani descent. Eligible cases were individuals aged 30-80 who presented to the emergency department of a participating recruitment center in Pakistan with clinical symptoms consistent with a myocardial infarction (MI), ECG changes consistent with MI, elevated troponin levels consistent with MI, and no prior history of cardiovascular disease. Controls were individuals of Pakistani descent who did not have a self-reported history of cardiovascular disease. This site hosts data from ~1,200 whole genomes and ~9,700 whole exomes (50% cases and 50% controls). dbGaP study ID: phs001569	Amit Khera	NHGRI	Trish Vosburg	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG CVD	GRCh37/hg19	AttributeValue	VCF', 'IDAT', 'GTC	AttributeValue	Illumina	Case/Control	AttributeValue	Southeast Asian	Pakistan	FALSE	6	4	AttributeValue	all_broad-users																																																																																															
CCDG	AnVIL_CCDG_Broad_CVD_EOCAD_PROMIS_WGS	1136	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	GRU	myocardial infarction	phs001569	PROMIS	1	The Pakistan Risk of Myocardial Infarction (PROMIS) study is a retrospective multicenter case-control cohort study of individuals with and without coronary heart disease from Pakistan. Multiple biological samples have been collected from the participants including DNA, plasma, serum, and whole blood. The goal of the study is to recruit 20,000 cases and 20,000 controls of Pakistani descent. Eligible cases were individuals aged 30-80 who presented to the emergency department of a participating recruitment center in Pakistan with clinical symptoms consistent with a myocardial infarction (MI), ECG changes consistent with MI, elevated troponin levels consistent with MI, and no prior history of cardiovascular disease. Controls were individuals of Pakistani descent who did not have a self-reported history of cardiovascular disease. This site hosts data from ~1,200 whole genomes and ~9,700 whole exomes (50% cases and 50% controls). dbGaP study ID: phs001569	Amit Khera	NHGRI	Trish Vosburg	help@lists.anvilproject.org	AttributeValue	Broad Institute	Heart	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case/Control	AttributeValue	Southeast Asian	Pakistan	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	Access WS', 'GRCh38/hg38', 'Mar 21, 2018	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	N/A	No																																																																																			
CCDG	AnVIL_CCDG_Broad_CVD_EOCAD_TaiChi_WGS	773	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	DS-CVD-IRB-COL-MDS	cardiovascular system disease	phs001487	TaiChi	1	The TaiChi consortium consists of 6 studies that collaborated initially in a large scale metabochip study, and became an ongoing consortium for studies of cardiometabolic disease in the Chinese population in Taiwan. The six studies included the following: 1) SAPPHIRe (Stanford-Asian Pacific Program in Hypertension and Insulin Resistance), a family based study established in 1995 with an initial goal of identifying major genetic loci underlying hypertension and insulin resistance in East Asian populations, with Taiwan subjects participating in the TaiChi consortium; 2) TCAGEN (Taiwan Coronary Artery Disease GENetic), a cohort study that the enrolled patients undergoing coronary angiography or percutaneous intervention at the National Taiwan University Hospital (NTUH) in the setting of either stable angina pectoris or prior myocardial infarction; 3) TACT (TAiwan Coronary and Transcatheter intervention), a cohort study enrolled patients with angina pectoris. dbGaP study ID: phs001487. https://www.ncbi.nlm.nih.gov/bioproject/419021	Amit Khera	NHGRI	Trish Vosburg	help@lists.anvilproject.org	AttributeValue	Broad Institute	Heart	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case Study	AttributeValue	South Asian	Taiwan	FALSE	6	4	AttributeValue	all_broad-users			FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	N/A	Unspecified	AttributeValue	http://purl.obolibrary.org/obo/DOID_1287	AttributeValue																																																																																
CCDG	AnVIL_CCDG_Broad_CVD_EOCAD_VIRGO_WGS	2159	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	DS-Cardiology Genetics Research, MDS	cardiovascular system disease	phs001259	VIRGO	1	The VIRGO study is a four year research project funded by the NHLBI to study young women and men with heart attacks. A total of 2,000 women who are 18 - 55 years of age and a smaller comparison group of 1,000 similarly aged men will be enrolled in this multi-site observational study from approximately 120 different hospitals across the country. Young women have a much greater risk of dying after an acute myocardial infarction (AMI) than similarly aged men. Their mortality risk is markedly higher than that of young men, and limited data on young minority women suggest that they may have the highest risk of any young subgroup. Findings from the small number of published studies of young women with ischemic heart disease suggest that the biology, epidemiology, care, and outcomes of this group are distinct from those of men. To date, there have been no large studies of this population, even as the death toll is comparable to that from breast cancer in this... (dbGaP study ID: phs001259)	Amit Khera	NHGRI	Trish Vosburg	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	NA	AttributeValue	N/A	N/A	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	Access WS', 'CDC_Myocardial_Infarction', 'G94051', 'GRCh38/hg38', 'May 21, 2018', 'PCR-Free Human WGS (Lite Coverage) v1', 'PDO-7295', 'PDO-7719', 'PDO-7738', 'RP-1059', 'Whole Genome Sequencing	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	N/A	No	AttributeValue	http://purl.obolibrary.org/obo/DOID_1287	AttributeValue																																																																																
CCDG	AnVIL_CCDG_Broad_CVD_Stroke_BRAVE_WGS	496	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	GRU	myocardial infarction	phs001398	BRAVE	1	The Bangladesh Risk of Acute Vascular Events (BRAVE) study is a hospital-based case-control study in Bangladesh which was established by the Cardiovascular Epidemiology Unit of Cambridge University in the UK in partnership with the key local cardiology and research centres to examine environmental, genetic, lifestyle and biochemical determinants of myocardial infarction (MI) among this South Asian population. By the end of 2016, this study has recruited ~8000 clinically confirmed first-ever MI cases (with a significant proportion being early-onset MI), and ~8000 healthy controls frequency-matched by age and sex. This site hosts data from ~500 whole genomes and ~1500 whole exomes (50% cases and 50% controls). dbGaP study ID: phs001398. https://www.ncbi.nlm.nih.gov/bioproject/392716	Amit Khera	NHGRI	Trish Vosburg	help@lists.anvilproject.org	AttributeValue	Broad Institute	Heart	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case/Control	AttributeValue	Southeast Asian	Bangladesh	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	Access WS', 'GRCh38/hg38', 'May 8, 2018	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	N/A	No																																																																																			
CCDG	AnVIL_CCDG_Broad_CVD_AF_PEGASUS_HMB	7483	AttributeValue	Raw Sequencing data	AttributeValue	Exome	HMB	atrial fibrillation	phs002243	PEGASUS	1	For this study, The Broad Institute of MIT and Harvard generated genetic data for 7,481 individuals from the PEGASUS-TIMI 54 clinical trial run by Brigham and Women???s Hospital TIMI study group using whole exome sequencing and whole genome genotyping (Infinium Global Screening Array); all samples serving as controls. For more information on the clinical trial, visit https://clinicaltrials.gov/ct2/show/NCT01225562. dbGaP study ID: phs002243	Patrick Ellinor	NHGRI	Candace Patterson	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Clinical trial	AttributeValue	N/A	N/A	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'May 26, 2020																																																																																													
CCDG	AnVIL_CCDG_Broad_CVD_AF_BioVU_HMB_GSO_WES	3987	AttributeValue	Raw Sequencing data	AttributeValue	Exome	HMB-GSO	atrial fibrillation	phs001624	BioVU	1	Atrial fibrillation (also called AFib or AF) is a quivering or irregular heartbeat (arrhythmia) that can lead to blood clots, stroke, heart failure and other heart-related complications. At least 2.7 million Americans are living with AFib. Individuals with early onset atrial fibrillation (AF) are included in this study of cases from the BioVU sample repository. BioVU is Vanderbilt's biobank of DNA extracted from leftover and otherwise discarded clinical blood specimens. BioVU operates as a consented biorepository; all individuals must sign the BioVU consent form in order to donate future specimens. BioVU subjects are de-identified and linked to the Synthetic Derivative enabling researchers to access genetic data/DNA material as well as dense, longitudinal electronic medical record (EMR) information. dbGaP study ID: phs001624	Patrick Ellinor	NHGRI	Candace Patterson	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Cases only	AttributeValue	N/A	United States	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'May 20, 2020																																																																																													
CCDG	AnVIL_CCDG_Broad_CVD_EOCAD_PartnersBiobank_HMB_WES	13356	AttributeValue	Raw Sequencing data	AttributeValue	Exome	HMB	myocardial infarction	phs002018	Partners Biobank	1	For this study, The Broad Institute of MIT and Harvard generated genetic data for ~13,500 individuals from the Partners Biobank, including using whole exome sequencing and whole genome genotyping (Infinium Global Screening Array), with 550 samples from patients with myocardial infarction, a type of EOCAD. Partners Biobank, launched in 2010, is a biobank composed of samples from Partners hospitals, including Massachusetts General Hospital and Brigham and Women's Hospital. The Biobank has enrolled >100K individuals to study how genes, lifestyle, and other factors affect people's health and contribute to disease. dbGaP study ID: phs002018	Amit Khera	NHGRI	Trish Vosburg	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Controls	AttributeValue	N/A	United States	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	May 6, 2020', 'GRCh38/hg38', 'Access WS																																																																																													
CCDG	AnVIL_CCDG_Broad_CVD_PROMIS_GRU_WES	16808	AttributeValue	Raw Sequencing data	AttributeValue	Exome	GRU	myocardial infarction	phs001569	PROMIS	1	The Pakistan Risk of Myocardial Infarction (PROMIS) study is a retrospective multicenter case-control cohort study of individuals with and without coronary heart disease from Pakistan. Multiple biological samples have been collected from the participants including DNA, plasma, serum, and whole blood. The goal of the study is to recruit 20,000 cases and 20,000 controls of Pakistani descent. Eligible cases were individuals aged 30-80 who presented to the emergency department of a participating recruitment center in Pakistan with clinical symptoms consistent with a myocardial infarction (MI), ECG changes consistent with MI, elevated troponin levels consistent with MI, and no prior history of cardiovascular disease. Controls were individuals of Pakistani descent who did not have a self-reported history of cardiovascular disease. This site hosts data from ~1,200 whole genomes and ~9,700 whole exomes (50% cases and 50% controls). dbGaP study ID: phs001569	Amit Khera	NHGRI	Trish Vosburg	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case/Control	AttributeValue	N/A	Pakistan	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	May 18, 2020', 'GRCh38/hg38', 'Access WS																																																																																													
CCDG	AnVIL_CCDG_Broad_MI_ATVB_DS_CVD_WES	58	AttributeValue	Raw Sequencing data	AttributeValue	Exome	DS-CVD	myocardial infarction	phs001592	ATVB	1	Italian Atherosclerosis Thrombosis and Vascular Biology (ATVB) study is a prospective, nationwide, case-control study involving 125 coronary care units in Italy. The cases were patients who were hospitalised for a first MI before the age of 45 years and underwent coronary angiography. Acute MI was defined as resting chest pain lasting more than 30 minutes, accompanied by persistent electrocardiographic changes, and confirmed by an increase in total creatine kinase or in the MB fraction to more than twice the upper normal limits. The controls were healthy subjects without a history of thromboembolic disease who were unrelated to the patients, but individually matched with them by age, gender and geographical origin. They were enrolled from among the blood donors or staff of the same participating hospitals. Recruitment of cases and controls took place between 1994 and 2007. dbGaP study ID: phs001592	Amit Khera	NHGRI	Trish Vosburg	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case/Control	AttributeValue	N/A	Italy	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Dec 19, 2019																																																																																													
CCDG	AnVIL_CCDG_Broad_MI_BRAVE_GRU_WES	1496	AttributeValue	Raw Sequencing data	AttributeValue	Exome	GRU	myocardial infarction	phs001398	BRAVE	1	The Bangladesh Risk of Acute Vascular Events (BRAVE) study is an epidemiological bioresource established to examine environmental, genetic, lifestyle and biochemical determinants of CHD among the Bangladeshi population. The mean age (standard deviation) of MI cases is 53 (10) years, with 88 % of cases being male and 46 % aged 50 years or younger. The BRAVE study is well-placed to serve as a powerful resource to investigate current and future hypotheses relating to environmental, biochemical and genetic causes of CHD in an important but under-studied South Asian population. dbGaP study ID: phs001398. https://www.ncbi.nlm.nih.gov/bioproject/392716	Amit Khera	NHGRI	Trish Vosburg	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	NA	AttributeValue	N/A	Bangladesh	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	Jun 9, 2020', 'GRCh38/hg38', 'Access WS																																																																																													
CCDG	AnVIL_CCDG_Broad_MI_UnivUtah_DS_CVD_WES	1471	AttributeValue	Raw Sequencing data	AttributeValue	Exome	DS-CVD	myocardial infarction	registration pending	UnivUtah_MI	1	N/A	Amit Khera	NHGRI	Trish Vosburg	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	NA	AttributeValue	N/A	United States	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Jan 10, 2020																																																																																													
CCDG	AnVIL_CCDG_Broad_NP_Autism_State-Sanders_WGS	534	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	not applicable	autism spectrum disorder	registration pending	ASD - STATE_SANDERS_OZAKI	1	The National Human Genome Research Institute (NHGRI) has funded a collaborative large-scale genome sequencing effort to comprehensively identify rare risk and protective variants contributing to multiple common disease phenotypes. Called the Centers for Common Disease Genomics (CCDG), this initiative will explore a range of diseases with the ultimate goal of: Undertaking variant discovery for enough different examples of disease architectures and study designs to better understand the general principles of the genomic architecture underlying common, complex inherited diseases. Understanding how best to design rare variant studies for common disease. Developing resources, informatics tools, and innovative approaches and technologies for multiple disease research communities and the wider biomedical research community. The initial focus of the CCDGs will be in cardiovascular disease (early-onset coronary artery disease, atrial fibrillation, hemorrhagic stroke), neuropsychiatric disease (epilepsy, autism), and autoimmune/inflammatory disease (type 1 diabetes, inflammatory bowel disease). The Broad Institute is one of four selected CCDG project centers.	Matthew State, Stephan Sanders	NIMH	Christine Stevens	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG NP	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	NA	AttributeValue	N/A	N/A	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	Access WS', 'Autism_Genomes_HG38', 'Feb 2, 2018', 'Feb 5, 2018', 'Feb 6, 2018', 'GRCh38/hg38', 'PCR-Free Human WGS - 30x v1.1', 'PDO-13259', 'RP-1527', 'Whole Genome Sequencing																																																																																													
CCDG	AnVIL_CCDG_Broad_NP_Epilepsy_AUSAUS_EP_BA_CN_ID_MDS_WES	1468	AttributeValue	Raw Sequencing data	AttributeValue	Exome	EPIL_BRAINAB_CONVUL_INTELCT_DIS_MDS	epilepsy	phs001489	Epi25 - Australia: Melbourne	1	Epi25 is a collaborative of more than 60 research cohorts from around the world. We expect to find evidence that accurate and detailed phenotypic data reduces genetic heterogeneity, allows for identification of a well-matched replication cohort, and clarifies the phenotypic spectrum associated with a gene. This approach will help us address fundamental questions about the importance of rare variants, common variants, or de novo changes as the basis for specific forms of epilepsy. For more information, visit http://epi-25.org/. dbGaP study ID: phs001489	Benjamin Neale	NHGRI	Caroline Cusick	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG NP	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Cases only	AttributeValue	N/A	Australia	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	Dec 11, 2019', 'GRCh38/hg38', 'Access WS														ORSP-3500																																																																															
