PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27830187","Germline and somatic mutations in the MTOR gene in focal cortical dysplasia and epilepsy","Møller RS, Weckhuysen S, Chipaux M, Marsan E, Taly V, Bebin EM, Hiatt SM, Prokop JW, Bowling KM, Mei D, Conti V, de la Grange P, Ferrand-Sorbets S, Dorfmüller G, Lambrecq V, Larsen LH, Leguern E, Guerrini R, Rubboli G, Cooper GM, Baulac S.","Neurol Genet. 2016 Oct 31;2(6):e118. doi: 10.1212/NXG.0000000000000118. eCollection 2016 Dec.","Møller RS","Neurol Genet","2016","2016/11/11","PMC5089441","","10.1212/NXG.0000000000000118"
"27814769","Somatic cancer variant curation and harmonization through consensus minimum variant level data","Ritter DI, Roychowdhury S, Roy A, Rao S, Landrum MJ, Sonkin D, Shekar M, Davis CF, Hart RK, Micheel C, Weaver M, Van Allen EM, Parsons DW, McLeod HL, Watson MS, Plon SE, Kulkarni S, Madhavan S; ClinGen Somatic Cancer Working Group.","Genome Med. 2016 Nov 4;8(1):117. doi: 10.1186/s13073-016-0367-z.","Ritter DI","Genome Med","2016","2016/11/06","PMC5095986","","10.1186/s13073-016-0367-z"
"27811861","A survey of current practices for genomic sequencing test interpretation and reporting processes in US laboratories","O'Daniel JM, McLaughlin HM, Amendola LM, Bale SJ, Berg JS, Bick D, Bowling KM, Chao EC, Chung WK, Conlin LK, Cooper GM, Das S, Deignan JL, Dorschner MO, Evans JP, Ghazani AA, Goddard KA, Gornick M, Farwell Hagman KD, Hambuch T, Hegde M, Hindorff LA, Holm IA, Jarvik GP, Knight Johnson A, Mighion L, Morra M, Plon SE, Punj S, Richards CS, Santani A, Shirts BH, Spinner NB, Tang S, Weck KE, Wolf SM, Yang Y, Rehm HL.","Genet Med. 2017 May;19(5):575-582. doi: 10.1038/gim.2016.152. Epub 2016 Nov 3.","O'Daniel JM","Genet Med","2017","2016/11/05","PMC5415437","NIHMS819559","10.1038/gim.2016.152"
"27604489","Biallelic Alteration and Dysregulation of the Hippo Pathway in Mucinous Tubular and Spindle Cell Carcinoma of the Kidney","Mehra R, Vats P, Cieslik M, Cao X, Su F, Shukla S, Udager AM, Wang R, Pan J, Kasaian K, Lonigro R, Siddiqui J, Premkumar K, Palapattu G, Weizer A, Hafez KS, Wolf JS Jr, Sangoi AR, Trpkov K, Osunkoya AO, Zhou M, Giannico G, McKenney JK, Dhanasekaran SM, Chinnaiyan AM.","Cancer Discov. 2016 Nov;6(11):1258-1266. doi: 10.1158/2159-8290.CD-16-0267. Epub 2016 Sep 7.","Mehra R","Cancer Discov","2016","2016/09/09","PMC5096979","NIHMS815748","10.1158/2159-8290.CD-16-0267"
"27749843","Elevated basal serum tryptase identifies a multisystem disorder associated with increased TPSAB1 copy number","Lyons JJ, Yu X, Hughes JD, Le QT, Jamil A, Bai Y, Ho N, Zhao M, Liu Y, O'Connell MP, Trivedi NN, Nelson C, DiMaggio T, Jones N, Matthews H, Lewis KL, Oler AJ, Carlson RJ, Arkwright PD, Hong C, Agama S, Wilson TM, Tucker S, Zhang Y, McElwee JJ, Pao M, Glover SC, Rothenberg ME, Hohman RJ, Stone KD, Caughey GH, Heller T, Metcalfe DD, Biesecker LG, Schwartz LB, Milner JD.","Nat Genet. 2016 Dec;48(12):1564-1569. doi: 10.1038/ng.3696. Epub 2016 Oct 17.","Lyons JJ","Nat Genet","2016","2016/11/08","PMC5397297","NIHMS854919","10.1038/ng.3696"
"27171546","Recommendations for the integration of genomics into clinical practice","Bowdin S, Gilbert A, Bedoukian E, Carew C, Adam MP, Belmont J, Bernhardt B, Biesecker L, Bjornsson HT, Blitzer M, D'Alessandro LC, Deardorff MA, Demmer L, Elliott A, Feldman GL, Glass IA, Herman G, Hindorff L, Hisama F, Hudgins L, Innes AM, Jackson L, Jarvik G, Kim R, Korf B, Ledbetter DH, Li M, Liston E, Marshall C, Medne L, Meyn MS, Monfared N, Morton C, Mulvihill JJ, Plon SE, Rehm H, Roberts A, Shuman C, Spinner NB, Stavropoulos DJ, Valverde K, Waggoner DJ, Wilkens A, Cohn RD, Krantz ID.","Genet Med. 2016 Nov;18(11):1075-1084. doi: 10.1038/gim.2016.17. Epub 2016 May 12.","Bowdin S","Genet Med","2016","2016/05/13","PMC5557020","NIHMS892780","10.1038/gim.2016.17"
"27763633","Engagement and communication among participants in the ClinSeq Genomic Sequencing Study","Hooker GW, Umstead KL, Lewis KL, Koehly LK, Biesecker LG, Biesecker BB.","Genet Med. 2017 Jan;19(1):98-103. doi: 10.1038/gim.2016.71. Epub 2016 Oct 20.","Hooker GW","Genet Med","2017","2016/10/21","PMC5225070","NIHMS835032","10.1038/gim.2016.71"
"27759032","A genotypic ascertainment approach to refute the association of MYO1A variants with non-syndromic deafness","Patton J, Brewer C, Chien W, Johnston JJ, Griffith AJ, Biesecker LG.","Eur J Hum Genet. 2016 Jan;25(1):147-149. doi: 10.1038/ejhg.2016.140. Epub 2016 Oct 19.","Patton J","Eur J Hum Genet","2016","2016/10/21","PMC5159773","","10.1038/ejhg.2016.140"
"27748023","Precision medicine in pediatric oncology: Lessons learned and next steps","Mody RJ, Prensner JR, Everett J, Parsons DW, Chinnaiyan AM.","Pediatr Blood Cancer. 2017 Mar;64(3):10.1002/pbc.26288. doi: 10.1002/pbc.26288. Epub 2016 Oct 17.","Mody RJ","Pediatr Blood Cancer","2017","2016/10/18","PMC5683396","NIHMS915057","10.1002/pbc.26288"
"27734877","Genomics is failing on diversity","Popejoy AB, Fullerton SM.","Nature. 2016 Oct 13;538(7624):161-164. doi: 10.1038/538161a.","Popejoy AB","Nature","2016","2016/10/14","PMC5089703","NIHMS823561","10.1038/538161a"
"27657856","When ""Actionable"" Genomic Sequencing Results Cannot Be Acted Upon","Zikmund-Fisher BJ.","JAMA Oncol. 2017 Jul 1;3(7):891-892. doi: 10.1001/jamaoncol.2016.3283.","Zikmund-Fisher BJ","JAMA Oncol","2017","2016/09/23","PMC6200406","NIHMS991181","10.1001/jamaoncol.2016.3283"
"27657676","Mastering genomic terminology","Jarvik GP, Evans JP.","Genet Med. 2017 May;19(5):491-492. doi: 10.1038/gim.2016.139. Epub 2016 Sep 22.","Jarvik GP","Genet Med","2017","2016/09/23","PMC5776698","NIHMS909758","10.1038/gim.2016.139"
"27652374","Practical considerations for implementing genomic information resources. Experiences from eMERGE and CSER","Rasmussen LV, Overby CL, Connolly J, Chute CG, Denny JC, Freimuth R, Hartzler AL, Holm IA, Manzi S, Pathak J, Peissig PL, Smith M, Williams MS, Shirts BH, Stoffel EM, Tarczy-Hornoch P, Rohrer Vitek CR, Wolf WA, Starren J.","Appl Clin Inform. 2016 Sep 21;7(3):870-82. doi: 10.4338/ACI-2016-04-RA-0060.","Rasmussen LV","Appl Clin Inform","2016","2016/09/22","PMC5052555","","10.4338/ACI-2016-04-RA-0060"
"27626068","Integrated tumor and germline whole-exome sequencing identifies mutations in MAPK and PI3K pathway genes in an adolescent with rosette-forming glioneuronal tumor of the fourth ventricle","Lin FY, Bergstrom K, Person R, Bavle A, Ballester LY, Scollon S, Raesz-Martinez R, Jea A, Birchansky S, Wheeler DA, Berg SL, Chintagumpala MM, Adesina AM, Eng C, Roy A, Plon SE, Parsons DW.","Cold Spring Harb Mol Case Stud. 2016 Sep;2(5):a001057. doi: 10.1101/mcs.a001057.","Lin FY","Cold Spring Harb Mol Case Stud","2016","2016/09/15","PMC5002928","","10.1101/mcs.a001057"
"27613778","Allocation of Resources to Communication of Research Result Summaries","Richards JE, Bane E, Fullerton SM, Ludman EJ, Jarvik G.","J Empir Res Hum Res Ethics. 2016 Oct;11(4):364-369. doi: 10.1177/1556264616667126. Epub 2016 Sep 19.","Richards JE","J Empir Res Hum Res Ethics","2016","2016/09/11","PMC5334211","NIHMS809892","10.1177/1556264616667126"
"27570652","Modeling the costs of clinical decision support for genomic precision medicine","Mathias PC, Tarczy-Hornoch P, Shirts BH.","AMIA Jt Summits Transl Sci Proc. 2016 Jul 20;2016:60-4. eCollection 2016.","Mathias PC","AMIA Jt Summits Transl Sci Proc","2016","2016/08/30","PMC5001767","",""
"27561086","Eliciting preferences on secondary findings: the Preferences Instrument for Genomic Secondary Results","Brothers KB, East KM, Kelley WV, Wright MF, Westbrook MJ, Rich CA, Bowling KM, Lose EJ, Bebin EM, Simmons S, Myers JA, Barsh G, Myers RM, Cooper GM, Pulley JM, Rothstein MA, Clayton EW.","Genet Med. 2017 Mar;19(3):337-344. doi: 10.1038/gim.2016.110. Epub 2016 Aug 25.","Brothers KB","Genet Med","2017","2016/08/26","PMC5326612","NIHMS802547","10.1038/gim.2016.110"
"27561084","Exploring the importance of case-level clinical information for variant interpretation","Berg JS.","Genet Med. 2017 Jan;19(1):3-5. doi: 10.1038/gim.2016.106. Epub 2016 Aug 25.","Berg JS","Genet Med","2017","2016/08/26","PMC5225022","NIHMS819222","10.1038/gim.2016.106"
"27537706","Assessing the capability of massively parallel sequencing for opportunistic pharmacogenetic screening","Ng D, Hong CS, Singh LN, Johnston JJ, Mullikin JC, Biesecker LG.","Genet Med. 2017 Mar;19(3):357-361. doi: 10.1038/gim.2016.105. Epub 2016 Aug 18.","Ng D","Genet Med","2017","2016/08/19","PMC5316383","NIHMS802548","10.1038/gim.2016.105"
"27503473","Assessing the reproducibility of exome copy number variations predictions","Hong CS, Singh LN, Mullikin JC, Biesecker LG.","Genome Med. 2016 Aug 8;8(1):82. doi: 10.1186/s13073-016-0336-6.","Hong CS","Genome Med","2016","2016/08/10","PMC4976506","","10.1186/s13073-016-0336-6"
"27490116","Distributive justice, diversity, and inclusion in precision medicine: what will success look like?","Cohn EG, Henderson GE, Appelbaum PS.","Genet Med. 2017 Feb;19(2):157-159. doi: 10.1038/gim.2016.92. Epub 2016 Aug 4.","Cohn EG","Genet Med","2017","2016/08/05","PMC5291806","NIHMS820383","10.1038/gim.2016.92"
"27490114","Is ""incidental finding"" the best term?: a study of patients' preferences","Tan N, Amendola LM, O'Daniel JM, Burt A, Horike-Pyne MJ, Boshe L, Henderson GE, Rini C, Roche MI, Hisama FM, Burke W, Wilfond B, Jarvik GP.","Genet Med. 2017 Feb;19(2):176-181. doi: 10.1038/gim.2016.96. Epub 2016 Aug 4.","Tan N","Genet Med","2017","2016/08/05","PMC5291803","NIHMS802551","10.1038/gim.2016.96"
"27460824","The impact of tumor profiling approaches and genomic data strategies for cancer precision medicine","Garofalo A, Sholl L, Reardon B, Taylor-Weiner A, Amin-Mansour A, Miao D, Liu D, Oliver N, MacConaill L, Ducar M, Rojas-Rudilla V, Giannakis M, Ghazani A, Gray S, Janne P, Garber J, Joffe S, Lindeman N, Wagle N, Garraway LA, Van Allen EM.","Genome Med. 2016 Jul 26;8(1):79. doi: 10.1186/s13073-016-0333-9.","Garofalo A","Genome Med","2016","2016/07/28","PMC4962446","","10.1186/s13073-016-0333-9"
"27422780","Family Studies for Classification of Variants of Uncertain Classification: Current Laboratory Clinical Practice and a New Web-Based Educational Tool","Garrett LT, Hickman N, Jacobson A, Bennett RL, Amendola LM, Rosenthal EA, Shirts BH.","J Genet Couns. 2016 Dec;25(6):1146-1156. doi: 10.1007/s10897-016-9993-2. Epub 2016 Jul 16.","Garrett LT","J Genet Couns","2016","2016/07/17","PMC5114323","","10.1007/s10897-016-9993-2"
"27392081","Performance of ACMG-AMP Variant-Interpretation Guidelines among Nine Laboratories in the Clinical Sequencing Exploratory Research Consortium","Amendola LM, Jarvik GP, Leo MC, McLaughlin HM, Akkari Y, Amaral MD, Berg JS, Biswas S, Bowling KM, Conlin LK, Cooper GM, Dorschner MO, Dulik MC, Ghazani AA, Ghosh R, Green RC, Hart R, Horton C, Johnston JJ, Lebo MS, Milosavljevic A, Ou J, Pak CM, Patel RY, Punj S, Richards CS, Salama J, Strande NT, Yang Y, Plon SE, Biesecker LG, Rehm HL.","Am J Hum Genet. 2016 Jul 7;99(1):247. doi: 10.1016/j.ajhg.2016.06.001.","Amendola LM","Am J Hum Genet","2016","2016/07/09","PMC5005465","","10.1016/j.ajhg.2016.06.001"
"27392080","Clinical Sequencing Exploratory Research Consortium: Accelerating Evidence-Based Practice of Genomic Medicine","Green RC, Goddard KA, Jarvik GP, Amendola LM, Appelbaum PS, Berg JS, Bernhardt BA, Biesecker LG, Biswas S, Blout CL, Bowling KM, Brothers KB, Burke W, Caga-Anan CF, Chinnaiyan AM, Chung WK, Clayton EW, Cooper GM, East K, Evans JP, Fullerton SM, Garraway LA, Garrett JR, Gray SW, Henderson GE, Hindorff LA, Holm IA, Lewis MH, Hutter CM, Janne PA, Joffe S, Kaufman D, Knoppers BM, Koenig BA, Krantz ID, Manolio TA, McCullough L, McEwen J, McGuire A, Muzny D, Myers RM, Nickerson DA, Ou J, Parsons DW, Petersen GM, Plon SE, Rehm HL, Roberts JS, Robinson D, Salama JS, Scollon S, Sharp RR, Shirts B, Spinner NB, Tabor HK, Tarczy-Hornoch P, Veenstra DL, Wagle N, Weck K, Wilfond BS, Wilhelmsen K, Wolf SM, Wynn J, Yu JH; CSER Consortium.","Am J Hum Genet. 2016 Jul 7;99(1):246. doi: 10.1016/j.ajhg.2016.06.002.","Green RC","Am J Hum Genet","2016","2016/07/09","PMC5005464","","10.1016/j.ajhg.2016.06.002"
"27388938","Sequencing-based diagnostics for pediatric genetic diseases: progress and potential","Abou Tayoun AN, Krock B, Spinner NB.","Expert Rev Mol Diagn. 2016 Sep;16(9):987-99. doi: 10.1080/14737159.2016.1209411. Epub 2016 Aug 17.","Abou Tayoun AN","Expert Rev Mol Diagn","2016","2016/07/09","PMC5040519","NIHMS816909","10.1080/14737159.2016.1209411"
"27362341","Defining the Clinical Value of a Genomic Diagnosis in the Era of Next-Generation Sequencing","Strande NT, Berg JS.","Annu Rev Genomics Hum Genet. 2016 Aug 31;17:303-32. doi: 10.1146/annurev-genom-083115-022348. Epub 2016 May 26.","Strande NT","Annu Rev Genomics Hum Genet","2016","2016/07/01","PMC7251520","NIHMS1032542","10.1146/annurev-genom-083115-022348"
"27338605","Raising Genomic Citizens: Adolescents and the Return of Secondary Genomic Findings","Sabatello M, Appelbaum PS.","J Law Med Ethics. 2016 Jun;44(2):292-308. doi: 10.1177/1073110516654123.","Sabatello M","J Law Med Ethics","2016","2016/06/25","PMC4922508","NIHMS779529","10.1177/1073110516654123"
"27324359","The Future of Genetics and Genomics: Closing the Phenotype Gap in Precision Medicine","MacRae CA, Vasan RS.","Circulation. 2016 Jun 21;133(25):2634-9. doi: 10.1161/CIRCULATIONAHA.116.022547.","MacRae CA","Circulation","2016","2016/06/22","PMC6188655","NIHMS989270","10.1161/CIRCULATIONAHA.116.022547"
"27299623","Long QT Syndrome and Potentially Pathogenic Genetic Variants","Biesecker LG.","JAMA. 2016 Jun 14;315(22):2467. doi: 10.1001/jama.2016.2918.","Biesecker LG","JAMA","2016","2016/06/15","","","10.1001/jama.2016.2918"
"27253734","What are people willing to pay for whole-genome sequencing information, and who decides what they receive?","Marshall DA, Gonzalez JM, Johnson FR, MacDonald KV, Pugh A, Douglas MP, Phillips KA.","Genet Med. 2016 Dec;18(12):1295-1302. doi: 10.1038/gim.2016.61. Epub 2016 Jun 2.","Marshall DA","Genet Med","2016","2016/06/03","PMC5133139","NIHMS775011","10.1038/gim.2016.61"
"27236918","Consideration of Cosegregation in the Pathogenicity Classification of Genomic Variants","Jarvik GP, Browning BL.","Am J Hum Genet. 2016 Jun 2;98(6):1077-1081. doi: 10.1016/j.ajhg.2016.04.003. Epub 2016 May 26.","Jarvik GP","Am J Hum Genet","2016","2016/05/31","PMC4908147","","10.1016/j.ajhg.2016.04.003"
"27188671","Applications of Genomic Sequencing in Pediatric CNS Tumors","Bavle AA, Lin FY, Parsons DW.","Oncology (Williston Park). 2016 May;30(5):411-23.","Bavle AA","Oncology (Williston Park)","2016","2016/05/19","","",""
"27181684","Performance of ACMG-AMP Variant-Interpretation Guidelines among Nine Laboratories in the Clinical Sequencing Exploratory Research Consortium","Amendola LM, Jarvik GP, Leo MC, McLaughlin HM, Akkari Y, Amaral MD, Berg JS, Biswas S, Bowling KM, Conlin LK, Cooper GM, Dorschner MO, Dulik MC, Ghazani AA, Ghosh R, Green RC, Hart R, Horton C, Johnston JJ, Lebo MS, Milosavljevic A, Ou J, Pak CM, Patel RY, Punj S, Richards CS, Salama J, Strande NT, Yang Y, Plon SE, Biesecker LG, Rehm HL.","Am J Hum Genet. 2016 Jun 2;98(6):1067-1076. doi: 10.1016/j.ajhg.2016.03.024. Epub 2016 May 12.","Amendola LM","Am J Hum Genet","2016","2016/05/17","PMC4908185","","10.1016/j.ajhg.2016.03.024"
"27181682","Clinical Sequencing Exploratory Research Consortium: Accelerating Evidence-Based Practice of Genomic Medicine","Green RC, Goddard KAB, Jarvik GP, Amendola LM, Appelbaum PS, Berg JS, Bernhardt BA, Biesecker LG, Biswas S, Blout CL, Bowling KM, Brothers KB, Burke W, Caga-Anan CF, Chinnaiyan AM, Chung WK, Clayton EW, Cooper GM, East K, Evans JP, Fullerton SM, Garraway LA, Garrett JR, Gray SW, Henderson GE, Hindorff LA, Holm IA, Lewis MH, Hutter CM, Janne PA, Joffe S, Kaufman D, Knoppers BM, Koenig BA, Krantz ID, Manolio TA, McCullough L, McEwen J, McGuire A, Muzny D, Myers RM, Nickerson DA, Ou J, Parsons DW, Petersen GM, Plon SE, Rehm HL, Roberts JS, Robinson D, Salama JS, Scollon S, Sharp RR, Shirts B, Spinner NB, Tabor HK, Tarczy-Hornoch P, Veenstra DL, Wagle N, Weck K, Wilfond BS, Wilhelmsen K, Wolf SM, Wynn J, Yu JH; CSER Consortium.","Am J Hum Genet. 2016 Jun 2;98(6):1051-1066. doi: 10.1016/j.ajhg.2016.04.011. Epub 2016 May 12.","Green RC","Am J Hum Genet","2016","2016/05/17","PMC4908179","","10.1016/j.ajhg.2016.04.011"
"27148937","Family health history reporting is sensitive to small changes in wording","Conway-Pearson LS, Christensen KD, Savage SK, Huntington NL, Weitzman ER, Ziniel SI, Bacon P, Cacioppo CN, Green RC, Holm IA.","Genet Med. 2016 Dec;18(12):1308-1311. doi: 10.1038/gim.2016.45. Epub 2016 May 5.","Conway-Pearson LS","Genet Med","2016","2016/05/06","PMC5097687","NIHMS769810","10.1038/gim.2016.45"
"27124788","A standardized, evidence-based protocol to assess clinical actionability of genetic disorders associated with genomic variation","Hunter JE, Irving SA, Biesecker LG, Buchanan A, Jensen B, Lee K, Martin CL, Milko L, Muessig K, Niehaus AD, O'Daniel J, Piper MA, Ramos EM, Schully SD, Scott AF, Slavotinek A, Sobreira N, Strande N, Weaver M, Webber EM, Williams MS, Berg JS, Evans JP, Goddard KA.","Genet Med. 2016 Dec;18(12):1258-1268. doi: 10.1038/gim.2016.40. Epub 2016 Apr 28.","Hunter JE","Genet Med","2016","2016/04/29","PMC5085884","NIHMS769803","10.1038/gim.2016.40"
"27083775","Germline Analysis from Tumor-Germline Sequencing Dyads to Identify Clinically Actionable Secondary Findings","Seifert BA, O'Daniel JM, Amin K, Marchuk DS, Patel NM, Parker JS, Hoyle AP, Mose LE, Marron A, Hayward MC, Bizon C, Wilhelmsen KC, Evans JP, Earp HS 3rd, Sharpless NE, Hayes DN, Berg JS.","Clin Cancer Res. 2016 Aug 15;22(16):4087-4094. doi: 10.1158/1078-0432.CCR-16-0015. Epub 2016 Apr 15.","Seifert BA","Clin Cancer Res","2016","2016/04/17","PMC4987173","NIHMS780504","10.1158/1078-0432.CCR-16-0015"
"27082877","Expectation versus Reality: The Impact of Utility on Emotional Outcomes after Returning Individualized Genetic Research Results in Pediatric Rare Disease Research, a Qualitative Interview Study","Cacioppo CN, Chandler AE, Towne MC, Beggs AH, Holm IA.","PLoS One. 2016 Apr 15;11(4):e0153597. doi: 10.1371/journal.pone.0153597. eCollection 2016.","Cacioppo CN","PLoS One","2016","2016/04/16","PMC4833284","","10.1371/journal.pone.0153597"
"27023617","Personal Genome Sequencing in Ostensibly Healthy Individuals and the PeopleSeq Consortium","Linderman MD, Nielsen DE, Green RC.","J Pers Med. 2016 Mar 25;6(2):14. doi: 10.3390/jpm6020014.","Linderman MD","J Pers Med","2016","2016/03/30","PMC4932461","","10.3390/jpm6020014"
"27019659","Patients' perceived utility of whole-genome sequencing for their healthcare: findings from the MedSeq project","Lupo PJ, Robinson JO, Diamond PM, Jamal L, Danysh HE, Blumenthal-Barby J, Lehmann LS, Vassy JL, Christensen KD, Green RC, McGuire AL; MedSeq Project team.","Per Med. 2016 Jan 1;13(1):13-20. doi: 10.2217/pme.15.45. Epub 2016 Jan 8.","Lupo PJ","Per Med","2016","2016/03/29","PMC4806392","NIHMS766771","10.2217/pme.15.45"
"26986879","Overcalling secondary findings","Biesecker LG.","Genet Med. 2016 Apr;18(4):416. doi: 10.1038/gim.2016.19. Epub 2016 Mar 17.","Biesecker LG","Genet Med","2016","2016/03/18","","","10.1038/gim.2016.19"
"26965302","Appropriateness: A Key to Enabling the Use of Genomics in Clinical Practice?","Vassy JL, Bates DW, Murray MF.","Am J Med. 2016 Jun;129(6):551-3. doi: 10.1016/j.amjmed.2016.02.010. Epub 2016 Mar 8.","Vassy JL","Am J Med","2016","2016/03/12","PMC5849057","NIHMS947732","10.1016/j.amjmed.2016.02.010"
"26931382","ALG1-CDG: Clinical and Molecular Characterization of 39 Unreported Patients","Ng BG, Shiryaev SA, Rymen D, Eklund EA, Raymond K, Kircher M, Abdenur JE, Alehan F, Midro AT, Bamshad MJ, Barone R, Berry GT, Brumbaugh JE, Buckingham KJ, Clarkson K, Cole FS, O'Connor S, Cooper GM, Van Coster R, Demmer LA, Diogo L, Fay AJ, Ficicioglu C, Fiumara A, Gahl WA, Ganetzky R, Goel H, Harshman LA, He M, Jaeken J, James PM, Katz D, Keldermans L, Kibaek M, Kornberg AJ, Lachlan K, Lam C, Yaplito-Lee J, Nickerson DA, Peters HL, Race V, Régal L, Rush JS, Rutledge SL, Shendure J, Souche E, Sparks SE, Trapane P, Sanchez-Valle A, Vilain E, Vøllo A, Waechter CJ, Wang RY, Wolfe LA, Wong DA, Wood T, Yang AC; University of Washington Center for Mendelian Genomics; Matthijs G, Freeze HH.","Hum Mutat. 2016 Jul;37(7):653-60. doi: 10.1002/humu.22983. Epub 2016 Mar 21.","Ng BG","Hum Mutat","2016","2016/03/03","PMC4907823","NIHMS767815","10.1002/humu.22983"
"26928896","Participants and Study Decliners' Perspectives About the Risks of Participating in a Clinical Trial of Whole Genome Sequencing","Robinson JO, Carroll TM, Feuerman LZ, Perry DL, Hoffman-Andrews L, Walsh RC, Christensen KD, Green RC, McGuire AL; MedSeq Project Team.","J Empir Res Hum Res Ethics. 2016 Feb;11(1):21-30. doi: 10.1177/1556264615624078. Epub 2016 Feb 28.","Robinson JO","J Empir Res Hum Res Ethics","2016","2016/03/02","PMC4842131","NIHMS742966","10.1177/1556264615624078"
"26927186","Bioinformatics Workflow for Clinical Whole Genome Sequencing at Partners HealthCare Personalized Medicine","Tsai EA, Shakbatyan R, Evans J, Rossetti P, Graham C, Sharma H, Lin CF, Lebo MS.","J Pers Med. 2016 Feb 27;6(1):12. doi: 10.3390/jpm6010012.","Tsai EA","J Pers Med","2016","2016/03/02","PMC4810391","","10.3390/jpm6010012"
"26915630","Incorporating a Genetic Risk Score Into Coronary Heart Disease Risk Estimates: Effect on Low-Density Lipoprotein Cholesterol Levels (the MI-GENES Clinical Trial)","Kullo IJ, Jouni H, Austin EE, Brown SA, Kruisselbrink TM, Isseh IN, Haddad RA, Marroush TS, Shameer K, Olson JE, Broeckel U, Green RC, Schaid DJ, Montori VM, Bailey KR.","Circulation. 2016 Mar 22;133(12):1181-8. doi: 10.1161/CIRCULATIONAHA.115.020109. Epub 2016 Feb 25.","Kullo IJ","Circulation","2016","2016/02/27","PMC4803581","NIHMS757496","10.1161/CIRCULATIONAHA.115.020109"
"26889673","Generating a taxonomy for genetic conditions relevant to reproductive planning","Korngiebel DM, McMullen CK, Amendola LM, Berg JS, Davis JV, Gilmore MJ, Harding CO, Himes P, Jarvik GP, Kauffman TL, Kennedy KA, Simpson DK, Leo MC, Lynch FL, Quigley DI, Reiss JA, Richards CS, Rope AF, Schneider JL, Goddard KA, Wilfond BS.","Am J Med Genet A. 2016 Mar;170(3):565-73. doi: 10.1002/ajmg.a.37513.","Korngiebel DM","Am J Med Genet A","2016","2016/02/19","PMC4860293","NIHMS773657","10.1002/ajmg.a.37513"
"26888175","Incorporating genetic counseling into clinical care for children and adolescents with cancer","Everett JN, Mody RJ, Stoffel EM, Chinnaiyan AM.","Future Oncol. 2016 Apr;12(7):883-6. doi: 10.2217/fon-2015-0022. Epub 2016 Feb 18.","Everett JN","Future Oncol","2016","2016/02/19","PMC4820829","NIHMS772533","10.2217/fon-2015-0022"
"26884246","Reclassification of genetic-based risk predictions as GWAS data accumulate","Krier J, Barfield R, Green RC, Kraft P.","Genome Med. 2016 Feb 17;8(1):20. doi: 10.1186/s13073-016-0272-5.","Krier J","Genome Med","2016","2016/02/18","PMC4756503","","10.1186/s13073-016-0272-5"
"26866579","Oncologists' and cancer patients' views on whole-exome sequencing and incidental findings: results from the CanSeq study","Gray SW, Park ER, Najita J, Martins Y, Traeger L, Bair E, Gagne J, Garber J, Jänne PA, Lindeman N, Lowenstein C, Oliver N, Sholl L, Van Allen EM, Wagle N, Wood S, Garraway L, Joffe S.","Genet Med. 2016 Oct;18(10):1011-9. doi: 10.1038/gim.2015.207. Epub 2016 Feb 11.","Gray SW","Genet Med","2016","2016/02/12","PMC4981555","NIHMS744791","10.1038/gim.2015.207"
"26847218","Systematic Evaluation of Sanger Validation of Next-Generation Sequencing Variants","Beck TF, Mullikin JC; NISC Comparative Sequencing Program; Biesecker LG.","Clin Chem. 2016 Apr;62(4):647-54. doi: 10.1373/clinchem.2015.249623. Epub 2016 Feb 4.","Beck TF","Clin Chem","2016","2016/02/06","PMC4878677","NIHMS787034","10.1373/clinchem.2015.249623"
"26828522","The Changing Landscape of Molecular Diagnostic Testing: Implications for Academic Medical Centers","Rehm HL, Hynes E, Funke BH.","J Pers Med. 2016 Jan 27;6(1):8. doi: 10.3390/jpm6010008.","Rehm HL","J Pers Med","2016","2016/02/02","PMC4810387","","10.3390/jpm6010008"
"26822237","Diagnostic Yield of Clinical Tumor and Germline Whole-Exome Sequencing for Children With Solid Tumors","Parsons DW, Roy A, Yang Y, Wang T, Scollon S, Bergstrom K, Kerstein RA, Gutierrez S, Petersen AK, Bavle A, Lin FY, López-Terrada DH, Monzon FA, Hicks MJ, Eldin KW, Quintanilla NM, Adesina AM, Mohila CA, Whitehead W, Jea A, Vasudevan SA, Nuchtern JG, Ramamurthy U, McGuire AL, Hilsenbeck SG, Reid JG, Muzny DM, Wheeler DA, Berg SL, Chintagumpala MM, Eng CM, Gibbs RA, Plon SE.","JAMA Oncol. 2016 May 1;2(5):616-624. doi: 10.1001/jamaoncol.2015.5699.","Parsons DW","JAMA Oncol","2016","2016/01/30","PMC5471125","NIHMS864439","10.1001/jamaoncol.2015.5699"
"26820063","Adopting genetics: motivations and outcomes of personal genomic testing in adult adoptees","Baptista NM, Christensen KD, Carere DA, Broadley SA, Roberts JS, Green RC.","Genet Med. 2016 Sep;18(9):924-32. doi: 10.1038/gim.2015.192. Epub 2016 Jan 28.","Baptista NM","Genet Med","2016","2016/01/29","PMC4965328","NIHMS744790","10.1038/gim.2015.192"
